created_at,entry_id,Temperature,Humidity,Soil Moisture,Turbity percentage
2025-06-02 09:18:04,1395,26.0,63.2,3911,57
2025-06-02 09:19:30,1396,26.5,60.3,3599,56
2025-06-02 09:20:56,1397,25.4,60.8,3682,58
2025-06-02 09:22:22,1398,25.7,61.1,3870,54
2025-06-02 09:23:48,1399,25.1,60.2,3766,59
2025-06-02 09:25:14,1400,26.0,59.2,3658,54
2025-06-02 09:26:40,1401,25.9,61.0,3892,59
2025-06-02 09:28:06,1402,26.3,60.6,3877,54
2025-06-02 09:29:32,1403,26.3,62.4,3683,55
2025-06-02 09:30:58,1404,25.5,62.2,3977,55
2025-06-02 09:32:24,1405,25.5,60.7,3741,54
2025-06-02 09:33:50,1406,25.2,60.1,3737,52
2025-06-02 09:35:16,1407,26.0,61.6,3788,58
2025-06-02 09:36:42,1408,25.9,61.4,3707,55
2025-06-02 09:38:08,1409,25.8,61.1,3777,55
2025-06-02 09:39:34,1410,26.5,62.1,3716,56
2025-06-02 09:41:00,1411,25.5,62.2,3677,57
2025-06-02 09:42:26,1412,26.1,61.1,3775,52
2025-06-02 09:43:52,1413,25.7,60.5,3833,57
2025-06-02 09:45:18,1414,25.7,60.6,4000,53
2025-06-02 09:46:44,1415,25.9,61.2,3878,50
2025-06-02 09:48:10,1416,26.1,60.4,3884,56
2025-06-02 09:49:36,1417,26.0,62.2,3830,53
2025-06-02 09:51:02,1418,25.9,61.0,3695,57
2025-06-02 09:52:28,1419,24.4,60.5,3776,60
2025-06-02 09:53:54,1420,26.0,63.0,3913,55
2025-06-02 09:55:20,1421,25.0,62.0,3780,58
2025-06-02 09:56:46,1422,24.1,62.4,3746,58
2025-06-02 09:58:12,1423,24.4,60.1,3756,58
2025-06-02 09:59:38,1424,26.0,62.8,3766,56
2025-06-02 10:01:04,1425,24.8,61.3,3693,53
2025-06-02 10:02:30,1426,25.5,60.6,3896,58
2025-06-02 10:03:56,1427,25.6,60.7,3780,56
2025-06-02 10:05:22,1428,25.7,62.6,3744,61
2025-06-02 10:06:48,1429,25.8,63.2,3791,57
2025-06-02 10:08:14,1430,26.1,60.0,3830,58
2025-06-02 10:09:40,1431,26.6,63.1,3790,58
2025-06-02 10:11:06,1432,25.7,62.5,3756,57
2025-06-02 10:12:32,1433,25.4,60.3,3915,56
2025-06-02 10:13:58,1434,26.2,60.6,3800,56
2025-06-02 10:15:24,1435,25.3,62.4,3795,54
2025-06-02 10:16:50,1436,25.6,62.3,3829,54
2025-06-02 10:18:16,1437,25.7,60.9,3792,55
2025-06-02 10:19:42,1438,25.5,61.1,3979,56
2025-06-02 10:21:08,1439,25.6,60.7,3750,58
2025-06-02 10:22:34,1440,25.3,62.0,3825,56
2025-06-02 10:24:00,1441,25.9,62.9,3623,54
2025-06-02 10:25:26,1442,25.3,62.0,3594,56
2025-06-02 10:26:52,1443,26.3,61.3,3610,58
2025-06-02 10:28:18,1444,25.9,59.8,3749,56
2025-06-02 10:29:44,1445,26.0,61.1,3727,55
2025-06-02 10:31:10,1446,26.4,61.7,3923,57
2025-06-02 10:32:36,1447,26.5,61.3,3638,56
2025-06-02 10:34:02,1448,25.3,59.8,3834,55
2025-06-02 10:35:28,1449,24.9,58.9,3881,56
2025-06-02 10:36:54,1450,24.7,62.0,3886,58
2025-06-02 10:38:20,1451,25.0,62.3,3970,56
2025-06-02 10:39:46,1452,25.2,61.0,3997,56
2025-06-02 10:41:12,1453,25.9,62.2,3673,53
2025-06-02 10:42:38,1454,25.2,61.0,3723,54
2025-06-02 10:44:04,1455,26.0,61.0,3794,59
2025-06-02 10:45:30,1456,26.0,62.2,3913,55
2025-06-02 10:46:56,1457,25.8,60.1,3759,51
2025-06-02 10:48:22,1458,25.0,60.4,3954,53
2025-06-02 10:49:48,1459,25.1,61.5,3856,55
2025-06-02 10:51:14,1460,26.1,60.8,3868,53
2025-06-02 10:52:40,1461,25.3,61.3,3820,53
2025-06-02 10:54:06,1462,25.2,62.5,3746,57
2025-06-02 10:55:32,1463,25.9,61.1,3775,52
2025-06-02 10:56:58,1464,25.2,60.3,3861,55
2025-06-02 10:58:24,1465,25.8,60.7,3660,55
2025-06-02 10:59:50,1466,26.3,61.7,3923,54
2025-06-02 11:01:16,1467,26.3,62.2,3736,59
2025-06-02 11:02:42,1468,24.7,61.2,3954,57
2025-06-02 11:04:08,1469,25.4,61.2,3818,59
2025-06-02 11:05:34,1470,25.1,62.5,3892,56
2025-06-02 11:07:00,1471,25.9,60.9,3570,55
2025-06-02 11:08:26,1472,25.7,63.4,3845,57
2025-06-02 11:09:52,1473,25.8,61.4,3823,55
2025-06-02 11:11:18,1474,26.1,62.0,3789,58
2025-06-02 11:12:44,1475,25.8,60.1,3784,57
2025-06-02 11:14:10,1476,26.0,60.7,4000,55
2025-06-02 11:15:36,1477,25.8,61.3,3846,56
2025-06-02 11:17:02,1478,25.8,61.8,3748,58
2025-06-02 11:18:28,1479,26.5,61.4,3874,55
2025-06-02 11:19:54,1480,25.7,62.4,3698,59
2025-06-02 11:21:20,1481,25.8,61.7,3845,55
2025-06-02 11:22:46,1482,25.7,60.8,3955,55
2025-06-02 11:24:12,1483,24.8,61.8,3605,54
2025-06-02 11:25:38,1484,25.7,61.4,3973,57
2025-06-02 11:27:04,1485,25.9,62.2,3633,54
2025-06-02 11:28:30,1486,25.5,60.5,3711,57
2025-06-02 11:29:56,1487,26.2,61.3,3646,56
2025-06-02 11:31:22,1488,25.8,61.2,3654,55
2025-06-02 11:32:48,1489,26.5,61.3,3877,58
2025-06-02 11:34:14,1490,25.8,62.1,3587,58
2025-06-02 11:35:40,1491,25.6,62.6,3666,52
2025-06-02 11:37:06,1492,26.0,61.4,3826,54
2025-06-02 11:38:32,1493,25.6,62.9,3689,56
2025-06-02 11:39:58,1494,25.8,60.9,3782,54
2025-06-02 11:41:24,1495,25.9,61.3,3690,55
2025-06-02 11:42:50,1496,25.7,60.7,3753,56
2025-06-02 11:44:16,1497,25.0,60.2,3664,55
2025-06-02 11:45:42,1498,26.6,61.2,3775,57
2025-06-02 11:47:08,1499,26.3,63.8,3679,56
2025-06-02 11:48:34,1500,25.3,61.4,3683,55
2025-06-02 11:50:00,1501,26.2,63.4,3801,59
2025-06-02 11:51:26,1502,26.3,61.2,3779,55
2025-06-02 11:52:52,1503,25.9,61.5,3785,53
2025-06-02 11:54:18,1504,25.4,61.3,3778,50
2025-06-02 11:55:44,1505,26.1,61.5,3916,58
2025-06-02 11:57:10,1506,24.8,62.3,3687,56
2025-06-02 11:58:36,1507,25.5,60.7,3959,52
2025-06-02 12:00:02,1508,26.8,62.7,3785,52
2025-06-02 12:01:28,1509,26.2,61.2,3753,54
2025-06-02 12:02:54,1510,26.1,65.0,3865,56
2025-06-02 12:04:20,1511,25.7,61.3,3729,55
2025-06-02 12:05:46,1512,25.8,61.3,3633,53
2025-06-02 12:07:12,1513,26.0,61.1,3966,61
2025-06-02 12:08:38,1514,26.1,61.0,3694,55
2025-06-02 12:10:04,1515,25.3,62.7,3910,54
2025-06-02 12:11:30,1516,25.8,60.7,3902,51
2025-06-02 12:12:56,1517,26.0,60.6,3767,56
2025-06-02 12:14:22,1518,24.7,63.8,3773,55
2025-06-02 12:15:48,1519,25.7,61.9,3809,53
2025-06-02 12:17:14,1520,25.3,60.7,3892,55
2025-06-02 12:18:40,1521,24.5,61.6,3968,56
2025-06-02 12:20:06,1522,25.7,60.4,3830,55
2025-06-02 12:21:32,1523,25.4,62.3,3824,54
2025-06-02 12:22:58,1524,25.4,61.4,3813,55
2025-06-02 12:24:24,1525,24.8,62.1,3899,56
2025-06-02 12:25:50,1526,25.0,61.5,3819,56
2025-06-02 12:27:16,1527,25.8,60.5,3560,57
2025-06-02 12:28:42,1528,25.6,62.1,3880,53
2025-06-02 12:30:08,1529,25.5,61.6,3790,55
2025-06-02 12:31:34,1530,26.5,60.4,3780,53
2025-06-02 12:33:00,1531,26.1,62.9,3931,51
2025-06-02 12:34:26,1532,26.6,61.9,3727,56
2025-06-02 12:35:52,1533,25.9,61.5,3740,58
2025-06-02 12:37:18,1534,26.5,60.5,3570,56
2025-06-02 12:38:44,1535,26.2,61.2,3906,53
2025-06-02 12:40:10,1536,25.5,61.6,3876,53
2025-06-02 12:41:36,1537,26.4,60.7,3781,58
2025-06-02 12:43:02,1538,25.3,61.3,3798,54
2025-06-02 12:44:28,1539,24.9,63.0,3808,57
2025-06-02 12:45:54,1540,26.2,61.4,3750,55
2025-06-02 12:47:20,1541,25.0,62.4,3799,54
2025-06-02 12:48:46,1542,26.5,61.1,3500,57
2025-06-02 12:50:12,1543,26.4,62.3,3789,54
2025-06-02 12:51:38,1544,25.7,60.8,3851,52
2025-06-02 12:53:04,1545,25.7,62.2,3863,59
2025-06-02 12:54:30,1546,26.0,61.9,3767,55
2025-06-02 12:55:56,1547,26.1,60.4,3851,52
2025-06-02 12:57:22,1548,25.6,61.6,3698,57
2025-06-02 12:58:48,1549,25.7,60.6,3841,60
2025-06-02 13:00:14,1550,26.0,60.3,3842,55
2025-06-02 13:01:40,1551,25.7,60.0,3840,52
2025-06-02 13:03:06,1552,25.6,63.4,3840,55
2025-06-02 13:04:32,1553,24.9,61.4,3623,57
2025-06-02 13:05:58,1554,26.1,61.1,3808,55
2025-06-02 13:07:24,1555,25.4,61.7,3836,57
2025-06-02 13:08:50,1556,26.8,64.1,3782,53
2025-06-02 13:10:16,1557,25.2,60.2,3996,56
2025-06-02 13:11:42,1558,26.1,62.1,3838,53
2025-06-02 13:13:08,1559,25.0,62.1,3703,53
2025-06-02 13:14:34,1560,26.2,63.1,3720,55
2025-06-02 13:16:00,1561,25.5,60.7,3839,54
2025-06-02 13:17:26,1562,24.9,61.5,3799,55
2025-06-02 13:18:52,1563,25.4,60.2,3885,53
2025-06-02 13:20:18,1564,25.5,60.8,3748,55
2025-06-02 13:21:44,1565,25.2,60.1,3874,54
2025-06-02 13:23:10,1566,26.0,61.9,3903,55
2025-06-02 13:24:36,1567,24.9,59.5,3718,52
2025-06-02 13:26:02,1568,25.6,60.9,3725,55
2025-06-02 13:27:28,1569,25.8,61.4,3813,60
2025-06-02 13:28:54,1570,26.4,62.4,3747,53
2025-06-02 13:30:20,1571,25.9,62.4,3671,58
2025-06-02 13:31:46,1572,25.6,60.0,3874,56
2025-06-02 13:33:12,1573,25.4,61.4,3720,59
2025-06-02 13:34:38,1574,25.9,61.0,3728,54
2025-06-02 13:36:04,1575,25.3,60.4,3856,58
2025-06-02 13:37:30,1576,25.9,61.8,3829,56
2025-06-02 13:38:56,1577,25.8,61.5,3800,57
2025-06-02 13:40:22,1578,25.4,63.5,3850,56
2025-06-02 13:41:48,1579,25.8,63.6,3884,55
2025-06-02 13:43:14,1580,25.3,60.9,3750,52
2025-06-02 13:44:40,1581,26.2,61.8,3908,60
2025-06-02 13:46:06,1582,25.0,62.8,3856,54
2025-06-02 13:47:32,1583,26.0,62.6,3647,53
2025-06-02 13:48:58,1584,25.0,60.3,3752,55
2025-06-02 13:50:24,1585,25.3,60.7,3742,59
2025-06-02 13:51:50,1586,25.5,63.3,3886,57
2025-06-02 13:53:16,1587,25.9,61.2,3811,55
2025-06-02 13:54:42,1588,25.6,62.7,3767,55
2025-06-02 13:56:08,1589,26.8,62.9,3788,59
2025-06-02 13:57:34,1590,26.0,61.1,3921,53
2025-06-02 13:59:00,1591,25.3,61.7,3772,53
2025-06-02 14:00:26,1592,25.7,62.6,3844,54
2025-06-02 14:01:52,1593,25.5,64.3,3975,55
2025-06-02 14:03:18,1594,25.6,61.3,4000,57
2025-06-02 14:04:44,1595,26.1,60.6,3876,55
2025-06-02 14:06:10,1596,24.7,64.4,3611,56
2025-06-02 14:07:36,1597,25.1,61.7,3670,57
2025-06-02 14:09:02,1598,26.3,61.9,3920,57
2025-06-02 14:10:28,1599,26.3,62.7,3918,57
2025-06-02 14:11:54,1600,25.3,62.5,3641,59
2025-06-02 14:13:20,1601,25.8,60.6,3932,57
2025-06-02 14:14:46,1602,26.1,61.4,3729,56
2025-06-02 14:16:12,1603,25.8,62.7,3707,56
2025-06-02 14:17:38,1604,25.5,60.9,3760,54
2025-06-02 14:19:04,1605,25.3,62.2,3704,57
2025-06-02 14:20:30,1606,25.4,61.5,3786,61
2025-06-02 14:21:56,1607,25.7,60.5,3741,58
2025-06-02 14:23:22,1608,25.8,60.5,3904,55
2025-06-02 14:24:48,1609,26.3,60.7,3826,55
2025-06-02 14:26:14,1610,24.9,62.5,3820,55
2025-06-02 14:27:40,1611,24.6,61.9,3903,55
2025-06-02 14:29:06,1612,26.7,61.3,3754,55
2025-06-02 14:30:32,1613,24.4,61.9,3876,54
2025-06-02 14:31:58,1614,26.4,60.8,3744,54
2025-06-02 14:33:24,1615,26.5,60.9,3703,55
2025-06-02 14:34:50,1616,25.4,60.3,3868,53
2025-06-02 14:36:16,1617,26.1,59.8,3570,59
2025-06-02 14:37:42,1618,25.9,60.3,3780,52
2025-06-02 14:39:08,1619,26.1,61.1,3748,56
2025-06-02 14:40:34,1620,25.9,61.2,3820,56
2025-06-02 14:42:00,1621,26.6,59.1,3917,55
2025-06-02 14:43:26,1622,25.0,60.1,3827,52
2025-06-02 14:44:52,1623,25.7,62.4,3880,56
2025-06-02 14:46:18,1624,25.3,60.7,3912,54
2025-06-02 14:47:44,1625,25.3,60.2,3921,61
2025-06-02 14:49:10,1626,25.5,60.9,3836,55
2025-06-02 14:50:36,1627,25.3,60.0,3795,55
2025-06-02 14:52:02,1628,25.7,61.5,3838,56
2025-06-02 14:53:28,1629,26.0,61.9,3816,56
2025-06-02 14:54:54,1630,27.2,62.4,3855,56
2025-06-02 14:56:20,1631,26.9,60.8,3673,54
2025-06-02 14:57:46,1632,25.4,62.4,3895,52
2025-06-02 14:59:12,1633,25.8,62.9,3726,53
2025-06-02 15:00:38,1634,25.7,60.4,3786,56
2025-06-02 15:02:04,1635,25.1,62.6,3878,55
2025-06-02 15:03:30,1636,26.1,61.2,3675,56
2025-06-02 15:04:56,1637,25.5,61.5,3796,52
2025-06-02 15:06:22,1638,26.6,59.5,3949,57
2025-06-02 15:07:48,1639,25.8,61.6,3730,55
2025-06-02 15:09:14,1640,25.5,61.7,3546,50
2025-06-02 15:10:40,1641,25.6,62.8,3677,58
2025-06-02 15:12:06,1642,25.7,61.7,3755,54
2025-06-02 15:13:32,1643,25.7,61.5,3787,56
2025-06-02 15:14:58,1644,25.9,59.9,3915,54
2025-06-02 15:16:24,1645,25.0,60.6,3665,58
2025-06-02 15:17:50,1646,26.0,61.6,3915,57
2025-06-02 15:19:16,1647,25.7,59.8,3832,56
2025-06-02 15:20:42,1648,25.3,59.9,3750,55
2025-06-02 15:22:08,1649,25.7,60.1,3694,54
2025-06-02 15:23:34,1650,26.0,62.1,3707,59
2025-06-02 15:25:00,1651,26.4,61.5,3713,53
2025-06-02 15:26:26,1652,25.8,60.5,3992,56
2025-06-02 15:27:52,1653,26.5,62.7,3717,57
2025-06-02 15:29:18,1654,25.4,62.1,3926,53
2025-06-02 15:30:44,1655,26.4,61.2,3845,55
2025-06-02 15:32:10,1656,25.8,60.4,3782,54
2025-06-02 15:33:36,1657,25.6,58.8,3649,54
2025-06-02 15:35:02,1658,25.4,61.6,3686,54
2025-06-02 15:36:28,1659,25.8,61.1,3686,53
2025-06-02 15:37:54,1660,24.8,62.7,3742,56
2025-06-02 15:39:20,1661,25.7,60.7,3792,58
2025-06-02 15:40:46,1662,25.1,61.5,3927,55
2025-06-02 15:42:12,1663,24.9,62.2,3650,57
2025-06-02 15:43:38,1664,25.0,60.5,3852,58
2025-06-02 15:45:04,1665,25.1,59.8,3650,57
2025-06-02 15:46:30,1666,26.0,62.2,3944,55
2025-06-02 15:47:56,1667,25.5,61.2,3653,56
2025-06-02 15:49:22,1668,26.1,61.2,3878,56
2025-06-02 15:50:48,1669,25.9,61.3,3760,58
2025-06-02 15:52:14,1670,25.9,61.6,3711,53
2025-06-02 15:53:40,1671,26.0,60.6,4000,56
2025-06-02 15:55:06,1672,25.6,60.8,3840,53
2025-06-02 15:56:32,1673,25.6,62.0,3746,53
2025-06-02 15:57:58,1674,25.2,60.0,3853,53
2025-06-02 15:59:24,1675,26.7,62.4,3784,54
2025-06-02 16:00:50,1676,26.2,60.2,3878,54
2025-06-02 16:02:16,1677,26.0,60.8,3794,57
2025-06-02 16:03:42,1678,25.7,61.9,3558,55
2025-06-02 16:05:08,1679,25.5,61.8,3820,57
2025-06-02 16:06:34,1680,25.5,60.0,3777,55
2025-06-02 16:08:00,1681,26.2,61.9,3680,55
2025-06-02 16:09:26,1682,26.1,63.0,3780,54
2025-06-02 16:10:52,1683,26.4,63.4,3640,52
2025-06-02 16:12:18,1684,26.3,62.2,3729,57
2025-06-02 16:13:44,1685,25.9,62.1,3654,56
2025-06-02 16:15:10,1686,26.1,60.2,3820,55
2025-06-02 16:16:36,1687,25.7,63.6,3622,56
2025-06-02 16:18:02,1688,26.1,61.4,3894,58
2025-06-02 16:19:28,1689,26.0,61.5,3923,57
2025-06-02 16:20:54,1690,25.3,63.0,3686,57
2025-06-02 16:22:20,1691,24.6,61.5,3801,56
2025-06-02 16:23:46,1692,25.8,63.3,3966,58
2025-06-02 16:25:12,1693,26.4,63.7,3745,57
2025-06-02 16:26:38,1694,26.2,62.2,3821,58
2025-06-02 16:28:04,1695,24.5,61.7,3936,59
2025-06-02 16:29:30,1696,25.1,60.4,3822,54
2025-06-02 16:30:56,1697,25.7,60.9,3762,56
2025-06-02 16:32:22,1698,25.1,61.8,3896,55
2025-06-02 16:33:48,1699,25.6,61.9,3925,55
2025-06-02 16:35:14,1700,25.8,61.5,3916,57
2025-06-02 16:36:40,1701,26.1,63.6,3618,53
2025-06-02 16:38:06,1702,26.8,61.4,3803,51
2025-06-02 16:39:32,1703,25.1,61.4,3615,55
2025-06-02 16:40:58,1704,25.5,62.4,3838,57
2025-06-02 16:42:24,1705,25.5,60.9,3719,59
2025-06-02 16:43:50,1706,26.1,61.7,3843,52
2025-06-02 16:45:16,1707,26.0,60.9,3890,55
2025-06-02 16:46:42,1708,24.5,61.0,3787,57
2025-06-02 16:48:08,1709,25.2,62.3,3940,56
2025-06-02 16:49:34,1710,26.2,59.7,3922,52
2025-06-02 16:51:00,1711,26.2,63.7,3612,56
2025-06-02 16:52:26,1712,26.1,62.2,3852,53
2025-06-02 16:53:52,1713,25.9,62.1,3649,56
2025-06-02 16:55:18,1714,25.3,63.0,3719,56
2025-06-02 16:56:44,1715,26.8,59.1,3903,54
2025-06-02 16:58:10,1716,26.1,62.2,3941,56
2025-06-02 16:59:36,1717,26.3,62.5,3606,57
2025-06-02 17:01:02,1718,26.3,61.7,3767,54
2025-06-02 17:02:28,1719,25.0,62.1,3719,55
2025-06-02 17:03:54,1720,25.1,63.1,3802,54
2025-06-02 17:05:20,1721,25.9,61.6,4000,55
2025-06-02 17:06:46,1722,25.9,60.1,3846,55
2025-06-02 17:08:12,1723,26.4,62.7,3934,57
2025-06-02 17:09:38,1724,25.8,60.0,3712,57
2025-06-02 17:11:04,1725,25.7,62.5,3860,55
2025-06-02 17:12:30,1726,24.8,60.7,3820,55
2025-06-02 17:13:56,1727,25.5,61.2,3783,55
2025-06-02 17:15:22,1728,25.4,61.3,3750,52
2025-06-02 17:16:48,1729,24.7,61.2,3903,56
2025-06-02 17:18:14,1730,25.8,62.8,3728,56
2025-06-02 17:19:40,1731,25.5,60.3,3727,54
2025-06-02 17:21:06,1732,26.0,60.8,3875,57
2025-06-02 17:22:32,1733,24.6,61.3,3831,53
2025-06-02 17:23:58,1734,26.3,61.8,3797,53
2025-06-02 17:25:24,1735,25.6,62.4,3797,54
2025-06-02 17:26:50,1736,25.3,60.4,3826,54
2025-06-02 17:28:16,1737,26.0,62.7,3680,54
2025-06-02 17:29:42,1738,26.3,62.1,3813,57
2025-06-02 17:31:08,1739,25.1,61.3,3809,57
2025-06-02 17:32:34,1740,25.2,59.4,3721,57
2025-06-02 17:34:00,1741,25.7,60.1,3685,54
2025-06-02 17:35:26,1742,25.8,62.2,3864,56
2025-06-02 17:36:52,1743,26.0,60.7,3765,53
2025-06-02 17:38:18,1744,25.4,61.3,3860,52
2025-06-02 17:39:44,1745,25.4,61.9,3822,54
2025-06-02 17:41:10,1746,26.0,62.2,3876,55
2025-06-02 17:42:36,1747,25.6,62.6,3786,52
2025-06-02 17:44:02,1748,26.1,62.6,3951,59
2025-06-02 17:45:28,1749,26.0,61.3,3500,57
2025-06-02 17:46:54,1750,25.8,60.7,3738,56
2025-06-02 17:48:20,1751,25.8,61.6,3975,55
2025-06-02 17:49:46,1752,25.5,61.3,3722,55
2025-06-02 17:51:12,1753,25.7,63.1,3846,59
2025-06-02 17:52:38,1754,25.7,62.8,3759,54
2025-06-02 17:54:04,1755,25.2,61.7,3547,58
2025-06-02 17:55:30,1756,26.0,63.2,3747,55
2025-06-02 17:56:56,1757,25.4,62.9,3816,59
2025-06-02 17:58:22,1758,25.2,61.6,3884,56
2025-06-02 17:59:48,1759,25.8,59.8,3830,55
2025-06-02 18:01:14,1760,26.0,62.7,3828,53
2025-06-02 18:02:40,1761,26.2,60.5,3656,57
2025-06-02 18:04:06,1762,26.1,62.1,3874,55
2025-06-02 18:05:32,1763,25.2,61.8,3757,53
2025-06-02 18:06:58,1764,26.5,59.9,3699,56
2025-06-02 18:08:24,1765,25.7,61.7,3718,56
2025-06-02 18:09:50,1766,26.8,61.6,3726,55
2025-06-02 18:11:16,1767,25.8,60.1,3735,55
2025-06-02 18:12:42,1768,25.5,60.2,3817,55
2025-06-02 18:14:08,1769,25.4,62.0,3883,56
2025-06-02 18:15:34,1770,26.2,61.7,3881,58
2025-06-02 18:17:00,1771,25.2,60.8,3813,60
2025-06-02 18:18:26,1772,26.0,60.4,3679,57
2025-06-02 18:19:52,1773,25.8,62.5,3763,54
2025-06-02 18:21:18,1774,25.7,61.0,3820,56
2025-06-02 18:22:44,1775,25.2,62.4,3874,57
2025-06-02 18:24:10,1776,26.1,61.1,3770,57
2025-06-02 18:25:36,1777,25.7,63.7,3685,56
2025-06-02 18:27:02,1778,26.8,62.1,3797,54
2025-06-02 18:28:28,1779,25.0,61.2,3975,55
2025-06-02 18:29:54,1780,25.8,60.7,3695,55
2025-06-02 18:31:20,1781,25.8,61.8,3769,58
2025-06-02 18:32:46,1782,26.3,61.7,3735,55
2025-06-02 18:34:12,1783,26.9,61.0,3836,56
2025-06-02 18:35:38,1784,26.0,62.2,4000,58
2025-06-02 18:37:04,1785,26.1,62.7,3858,55
2025-06-02 18:38:30,1786,26.2,60.0,3916,56
2025-06-02 18:39:56,1787,25.6,61.3,3980,53
2025-06-02 18:41:22,1788,25.5,61.2,3793,54
2025-06-02 18:42:48,1789,25.2,61.4,3676,56
2025-06-02 18:44:14,1790,25.5,62.4,3829,56
2025-06-02 18:45:40,1791,25.7,60.5,3682,57
2025-06-02 18:47:06,1792,26.1,62.0,3807,59
2025-06-02 18:48:32,1793,25.8,62.2,3850,52
2025-06-02 18:49:58,1794,24.8,60.8,3818,58
2025-06-02 18:51:24,1795,25.8,61.7,3710,53
2025-06-02 18:52:50,1796,25.6,62.8,3807,54
2025-06-02 18:54:16,1797,26.1,62.0,3831,53
2025-06-02 18:55:42,1798,25.9,61.4,3730,56
2025-06-02 18:57:08,1799,25.3,61.0,3808,56
2025-06-02 18:58:34,1800,25.7,59.5,3690,56
2025-06-02 19:00:00,1801,26.1,62.7,3786,59
2025-06-02 19:01:26,1802,25.5,60.9,3850,53
2025-06-02 19:02:52,1803,26.3,62.1,3641,54
2025-06-02 19:04:18,1804,26.0,60.8,3929,52
2025-06-02 19:05:44,1805,25.2,60.6,3820,51
2025-06-02 19:07:10,1806,25.4,60.9,3793,53
2025-06-02 19:08:36,1807,25.9,61.4,3709,56
2025-06-02 19:10:02,1808,25.5,62.0,3611,55
2025-06-02 19:11:28,1809,24.9,62.7,3941,56
2025-06-02 19:12:54,1810,25.9,61.4,3700,56
2025-06-02 19:14:20,1811,24.8,61.3,3702,55
2025-06-02 19:15:46,1812,25.7,62.0,3906,54
2025-06-02 19:17:12,1813,26.6,59.9,3620,54
2025-06-02 19:18:38,1814,26.7,62.3,3820,52
2025-06-02 19:20:04,1815,25.4,60.9,3698,53
2025-06-02 19:21:30,1816,25.0,61.4,3675,56
2025-06-02 19:22:56,1817,24.7,62.0,3500,53
2025-06-02 19:24:22,1818,25.3,61.1,3710,55
2025-06-02 19:25:48,1819,26.0,62.5,3875,55
2025-06-02 19:27:14,1820,25.7,61.5,3756,56
2025-06-02 19:28:40,1821,24.9,61.1,3793,53
2025-06-02 19:30:06,1822,25.7,61.5,3877,59
2025-06-02 19:31:32,1823,24.8,60.4,3760,57
2025-06-02 19:32:58,1824,25.4,63.5,3778,52
2025-06-02 19:34:24,1825,25.7,60.5,3653,57
2025-06-02 19:35:50,1826,25.6,60.4,3673,53
2025-06-02 19:37:16,1827,25.7,62.2,3909,56
2025-06-02 19:38:42,1828,25.2,59.5,3807,56
2025-06-02 19:40:08,1829,24.9,62.9,3584,57
2025-06-02 19:41:34,1830,25.5,62.6,3681,57
2025-06-02 19:43:00,1831,26.4,60.1,3958,55
2025-06-02 19:44:26,1832,24.8,59.7,3771,57
2025-06-02 19:45:52,1833,26.2,63.2,3819,57
2025-06-02 19:47:18,1834,26.0,60.6,3564,54
2025-06-02 19:48:44,1835,26.2,60.3,3746,57
2025-06-02 19:50:10,1836,25.1,61.1,3823,53
2025-06-02 19:51:36,1837,26.8,62.0,3798,57
2025-06-02 19:53:02,1838,25.2,61.3,3816,53
2025-06-02 19:54:28,1839,26.5,60.8,3685,56
2025-06-02 19:55:54,1840,25.9,60.7,3927,54
2025-06-02 19:57:20,1841,25.9,62.9,3776,58
2025-06-02 19:58:46,1842,25.8,61.1,3875,55
2025-06-02 20:00:12,1843,26.7,61.1,3824,55
2025-06-02 20:01:38,1844,26.6,61.6,3663,56
2025-06-02 20:03:04,1845,25.7,60.8,3851,54
2025-06-02 20:04:30,1846,25.1,61.4,3842,57
2025-06-02 20:05:56,1847,26.5,62.6,3927,56
2025-06-02 20:07:22,1848,26.3,61.4,3773,55
2025-06-02 20:08:48,1849,25.6,60.6,3747,55
2025-06-02 20:10:14,1850,25.4,61.8,3945,56
2025-06-02 20:11:40,1851,25.7,63.0,3800,56
2025-06-02 20:13:06,1852,24.9,59.5,3855,56
2025-06-02 20:14:32,1853,25.1,62.7,3805,56
2025-06-02 20:15:58,1854,25.5,62.4,3824,56
2025-06-02 20:17:24,1855,25.8,62.4,3864,55
2025-06-02 20:18:50,1856,25.7,61.0,3779,54
2025-06-02 20:20:16,1857,24.9,61.8,3913,55
2025-06-02 20:21:42,1858,25.4,60.5,3721,56
2025-06-02 20:23:08,1859,25.3,61.5,3708,59
2025-06-02 20:24:34,1860,25.8,59.9,3816,56
2025-06-02 20:26:00,1861,24.8,61.9,3742,54
2025-06-02 20:27:26,1862,25.7,61.7,3606,55
2025-06-02 20:28:52,1863,25.2,62.3,3971,54
2025-06-02 20:30:18,1864,26.0,61.3,3845,54
2025-06-02 20:31:44,1865,25.9,62.7,3688,53
2025-06-02 20:33:10,1866,25.7,63.6,3920,57
2025-06-02 20:34:36,1867,25.6,62.1,3768,53
2025-06-02 20:36:02,1868,24.8,62.8,3806,54
2025-06-02 20:37:28,1869,25.6,63.0,3769,57
2025-06-02 20:38:54,1870,26.2,62.4,3997,59
2025-06-02 20:40:20,1871,25.0,60.9,3725,58
2025-06-02 20:41:46,1872,26.3,62.2,3866,53
2025-06-02 20:43:12,1873,25.6,61.4,3770,52
2025-06-02 20:44:38,1874,25.6,61.5,3779,54
2025-06-02 20:46:04,1875,25.5,61.9,3838,55
